,Timestamp,Signal 1
0,2024-06-12 14:05:54.191891,415.0
1,2024-06-12 14:05:54.301284,378.0
2,2024-06-12 14:05:54.395536,414.0
3,2024-06-12 14:05:54.490673,389.0
4,2024-06-12 14:05:54.600035,364.0
5,2024-06-12 14:05:54.694229,325.0
6,2024-06-12 14:05:54.788457,297.0
7,2024-06-12 14:05:54.898324,316.0
8,2024-06-12 14:05:54.994093,503.0
9,2024-06-12 14:05:55.102973,678.0
10,2024-06-12 14:05:55.196750,553.0
11,2024-06-12 14:05:55.291290,308.0
12,2024-06-12 14:05:55.400917,258.0
13,2024-06-12 14:05:55.495025,268.0
14,2024-06-12 14:05:55.589502,201.0
15,2024-06-12 14:05:55.699249,169.0
16,2024-06-12 14:05:55.792992,166.0
17,2024-06-12 14:05:55.902359,174.0
18,2024-06-12 14:05:56.004769,163.0
19,2024-06-12 14:05:56.106521,164.0
20,2024-06-12 14:05:56.200294,158.0
21,2024-06-12 14:05:56.294001,158.0
22,2024-06-12 14:05:56.404579,161.0
23,2024-06-12 14:05:56.497804,158.0
24,2024-06-12 14:05:56.608430,156.0
25,2024-06-12 14:05:56.702310,157.0
26,2024-06-12 14:05:56.795964,161.0
27,2024-06-12 14:05:56.905365,157.0
28,2024-06-12 14:05:57.002819,155.0
29,2024-06-12 14:05:57.093894,164.0
30,2024-06-12 14:05:57.204254,156.0
31,2024-06-12 14:05:57.298031,158.0
32,2024-06-12 14:05:57.407540,156.0
33,2024-06-12 14:05:57.502321,162.0
34,2024-06-12 14:05:57.596738,174.0
35,2024-06-12 14:05:57.706989,164.0
36,2024-06-12 14:05:57.802513,170.0
37,2024-06-12 14:05:57.896417,165.0
38,2024-06-12 14:05:58.021321,198.0
39,2024-06-12 14:05:58.101523,208.0
40,2024-06-12 14:05:58.196061,218.0
41,2024-06-12 14:05:58.305599,239.0
42,2024-06-12 14:05:58.399339,194.0
43,2024-06-12 14:05:58.508629,234.0
44,2024-06-12 14:05:58.604399,234.0
45,2024-06-12 14:05:58.712314,215.0
46,2024-06-12 14:05:58.801703,266.0
47,2024-06-12 14:05:58.911047,534.0
48,2024-06-12 14:05:59.005935,574.0
49,2024-06-12 14:05:59.100472,654.0
50,2024-06-12 14:05:59.210222,734.0
51,2024-06-12 14:05:59.305093,679.0
52,2024-06-12 14:05:59.414945,830.0
53,2024-06-12 14:05:59.510386,740.0
54,2024-06-12 14:05:59.604275,830.0
55,2024-06-12 14:05:59.715000,830.0
56,2024-06-12 14:05:59.812164,735.0
57,2024-06-12 14:05:59.906473,629.0
58,2024-06-12 14:06:00.001055,544.0
59,2024-06-12 14:06:00.110961,557.0
60,2024-06-12 14:06:00.205510,678.0
61,2024-06-12 14:06:00.302186,542.0
62,2024-06-12 14:06:00.410816,529.0
63,2024-06-12 14:06:00.504485,481.0
64,2024-06-12 14:06:00.605262,489.0
65,2024-06-12 14:06:00.708536,640.0
