,Timestamp,Signal 1
0,2024-06-12 14:15:31.040097,150.0
1,2024-06-12 14:15:31.064461,149.0
2,2024-06-12 14:15:31.074908,148.0
3,2024-06-12 14:15:31.085826,9.0
4,2024-06-12 14:15:31.096320,148.0
5,2024-06-12 14:15:31.107268,149.0
6,2024-06-12 14:15:31.118630,149.0
7,2024-06-12 14:15:31.129825,149.0
8,2024-06-12 14:15:31.142471,148.0
9,2024-06-12 14:15:31.151739,148.0
10,2024-06-12 14:15:31.162803,150.0
11,2024-06-12 14:15:31.174159,150.0
12,2024-06-12 14:15:31.183982,149.0
13,2024-06-12 14:15:31.194661,137.0
14,2024-06-12 14:15:31.205423,144.0
15,2024-06-12 14:15:31.216282,148.0
16,2024-06-12 14:15:31.227510,148.0
17,2024-06-12 14:15:31.238574,149.0
18,2024-06-12 14:15:31.249478,149.0
19,2024-06-12 14:15:31.260487,148.0
20,2024-06-12 14:15:31.271294,149.0
21,2024-06-12 14:15:31.282027,150.0
22,2024-06-12 14:15:31.293682,150.0
23,2024-06-12 14:15:31.304661,150.0
24,2024-06-12 14:15:31.315687,151.0
25,2024-06-12 14:15:31.326472,150.0
26,2024-06-12 14:15:31.337578,150.0
27,2024-06-12 14:15:31.348671,149.0
28,2024-06-12 14:15:31.360257,148.0
29,2024-06-12 14:15:32.536570,174.0
30,2024-06-12 14:15:32.633034,181.0
31,2024-06-12 14:15:32.742531,178.0
32,2024-06-12 14:15:32.835689,175.0
33,2024-06-12 14:15:32.931292,179.0
34,2024-06-12 14:15:33.041865,174.0
35,2024-06-12 14:15:33.138238,168.0
36,2024-06-12 14:15:33.232262,166.0
37,2024-06-12 14:15:33.326955,167.0
38,2024-06-12 14:15:33.439243,166.0
39,2024-06-12 14:15:33.532899,166.0
40,2024-06-12 14:15:33.643374,166.0
41,2024-06-12 14:15:33.739777,166.0
42,2024-06-12 14:15:33.835847,157.0
43,2024-06-12 14:15:33.928652,168.0
44,2024-06-12 14:15:34.040279,177.0
45,2024-06-12 14:15:34.134379,177.0
46,2024-06-12 14:15:34.244913,177.0
47,2024-06-12 14:15:34.342058,172.0
48,2024-06-12 14:15:34.436391,171.0
49,2024-06-12 14:15:34.532910,168.0
50,2024-06-12 14:15:34.643556,183.0
51,2024-06-12 14:15:34.737274,169.0
52,2024-06-12 14:15:34.831082,170.0
53,2024-06-12 14:15:34.941579,169.0
54,2024-06-12 14:15:35.036071,166.0
55,2024-06-12 14:15:35.145807,165.0
56,2024-06-12 14:15:35.241006,165.0
57,2024-06-12 14:15:35.334727,165.0
58,2024-06-12 14:15:35.444968,165.0
59,2024-06-12 14:15:35.538743,167.0
60,2024-06-12 14:15:35.632484,173.0
61,2024-06-12 14:15:35.743892,174.0
62,2024-06-12 14:15:35.837907,175.0
63,2024-06-12 14:15:35.948052,171.0
64,2024-06-12 14:15:36.041752,168.0
65,2024-06-12 14:15:36.135524,170.0
66,2024-06-12 14:15:36.246946,169.0
67,2024-06-12 14:15:36.339909,171.0
68,2024-06-12 14:15:36.449683,171.0
69,2024-06-12 14:15:36.544355,171.0
70,2024-06-12 14:15:36.639630,176.0
71,2024-06-12 14:15:36.734300,180.0
72,2024-06-12 14:15:36.844146,167.0
73,2024-06-12 14:15:36.938522,168.0
74,2024-06-12 14:15:37.048799,165.0
75,2024-06-12 14:15:37.145781,165.0
76,2024-06-12 14:15:37.239161,165.0
77,2024-06-12 14:15:37.349484,164.0
78,2024-06-12 14:15:37.449351,164.0
79,2024-06-12 14:15:37.546994,165.0
80,2024-06-12 14:15:37.649158,165.0
81,2024-06-12 14:15:37.747129,165.0
82,2024-06-12 14:15:37.839992,164.0
83,2024-06-12 14:15:37.950726,154.0
84,2024-06-12 14:15:38.044878,161.0
85,2024-06-12 14:15:38.142835,167.0
86,2024-06-12 14:15:38.252113,172.0
87,2024-06-12 14:15:38.348840,169.0
88,2024-06-12 14:15:38.441542,168.0
89,2024-06-12 14:15:38.552303,166.0
90,2024-06-12 14:15:38.648080,167.0
91,2024-06-12 14:15:38.741817,166.0
92,2024-06-12 14:15:38.853785,166.0
93,2024-06-12 14:15:38.948286,180.0
94,2024-06-12 14:15:39.042678,169.0
95,2024-06-12 14:15:39.152587,169.0
96,2024-06-12 14:15:39.246270,167.0
97,2024-06-12 14:15:39.342035,165.0
98,2024-06-12 14:15:39.452071,165.0
99,2024-06-12 14:15:39.547775,165.0
100,2024-06-12 14:15:39.651207,165.0
101,2024-06-12 14:15:39.745582,165.0
102,2024-06-12 14:15:39.856471,165.0
103,2024-06-12 14:15:39.950837,165.0
104,2024-06-12 14:15:40.047192,153.0
105,2024-06-12 14:15:40.157038,158.0
106,2024-06-12 14:15:40.249886,163.0
107,2024-06-12 14:15:40.354446,166.0
108,2024-06-12 14:15:40.455694,168.0
109,2024-06-12 14:15:40.549723,170.0
110,2024-06-12 14:15:40.644981,167.0
111,2024-06-12 14:15:40.755328,171.0
112,2024-06-12 14:15:40.850508,169.0
113,2024-06-12 14:15:40.947742,169.0
114,2024-06-12 14:15:41.056945,167.0
115,2024-06-12 14:15:41.152611,180.0
116,2024-06-12 14:15:41.247260,172.0
117,2024-06-12 14:15:41.356823,170.0
118,2024-06-12 14:15:41.452493,166.0
119,2024-06-12 14:15:41.562518,165.0
120,2024-06-12 14:15:41.656381,168.0
121,2024-06-12 14:15:41.752365,167.0
122,2024-06-12 14:15:41.859862,167.0
123,2024-06-12 14:15:41.954964,166.0
124,2024-06-12 14:15:42.054584,166.0
125,2024-06-12 14:15:42.159235,166.0
126,2024-06-12 14:15:42.253502,154.0
127,2024-06-12 14:15:42.348375,170.0
128,2024-06-12 14:15:42.458518,176.0
129,2024-06-12 14:15:42.560296,169.0
130,2024-06-12 14:15:42.663252,170.0
131,2024-06-12 14:15:42.757022,170.0
132,2024-06-12 14:15:42.851608,166.0
133,2024-06-12 14:15:42.961575,169.0
134,2024-06-12 14:15:43.055761,167.0
135,2024-06-12 14:15:43.151206,166.0
136,2024-06-12 14:15:43.260751,167.0
137,2024-06-12 14:15:43.355483,167.0
138,2024-06-12 14:15:43.449396,173.0
139,2024-06-12 14:15:43.559208,169.0
140,2024-06-12 14:15:43.653388,169.0
141,2024-06-12 14:15:43.763172,168.0
142,2024-06-12 14:15:43.873117,166.0
143,2024-06-12 14:15:43.953381,167.0
144,2024-06-12 14:15:44.063281,166.0
145,2024-06-12 14:15:44.157494,165.0
146,2024-06-12 14:15:44.251238,167.0
147,2024-06-12 14:15:44.360526,165.0
148,2024-06-12 14:15:44.454685,156.0
149,2024-06-12 14:15:44.565888,163.0
150,2024-06-12 14:15:44.661728,166.0
151,2024-06-12 14:15:44.755784,168.0
152,2024-06-12 14:15:44.865938,168.0
153,2024-06-12 14:15:44.962630,168.0
154,2024-06-12 14:15:45.056150,167.0
155,2024-06-12 14:15:45.166013,167.0
156,2024-06-12 14:15:45.262005,166.0
157,2024-06-12 14:15:45.357131,167.0
158,2024-06-12 14:15:45.466288,171.0
159,2024-06-12 14:15:45.562717,167.0
160,2024-06-12 14:15:45.671191,173.0
161,2024-06-12 14:15:45.765103,171.0
162,2024-06-12 14:15:45.858766,168.0
163,2024-06-12 14:15:45.968165,170.0
164,2024-06-12 14:15:46.062224,169.0
165,2024-06-12 14:15:46.156369,167.0
166,2024-06-12 14:15:46.267040,169.0
167,2024-06-12 14:15:46.360815,169.0
168,2024-06-12 14:15:46.470105,161.0
169,2024-06-12 14:15:46.564251,164.0
170,2024-06-12 14:15:46.659349,169.0
171,2024-06-12 14:15:46.769414,170.0
172,2024-06-12 14:15:46.863220,167.0
173,2024-06-12 14:15:46.972508,170.0
174,2024-06-12 14:15:47.067860,172.0
175,2024-06-12 14:15:47.170006,171.0
176,2024-06-12 14:15:47.257997,167.0
177,2024-06-12 14:15:47.367364,167.0
178,2024-06-12 14:15:47.462726,182.0
179,2024-06-12 14:15:47.574810,172.0
180,2024-06-12 14:15:47.667413,172.0
181,2024-06-12 14:15:47.761737,167.0
182,2024-06-12 14:15:47.871516,166.0
183,2024-06-12 14:15:47.965329,164.0
184,2024-06-12 14:15:48.074690,165.0
185,2024-06-12 14:15:48.168876,164.0
186,2024-06-12 14:15:48.263912,166.0
187,2024-06-12 14:15:48.373447,165.0
188,2024-06-12 14:15:48.467185,166.0
189,2024-06-12 14:15:48.560852,161.0
190,2024-06-12 14:15:48.671047,159.0
191,2024-06-12 14:15:48.765715,164.0
192,2024-06-12 14:15:48.876286,167.0
193,2024-06-12 14:15:48.971852,168.0
194,2024-06-12 14:15:49.065611,167.0
195,2024-06-12 14:15:49.175555,169.0
196,2024-06-12 14:15:49.270347,169.0
197,2024-06-12 14:15:49.364258,171.0
198,2024-06-12 14:15:49.474503,167.0
199,2024-06-12 14:15:49.568343,166.0
200,2024-06-12 14:15:49.662159,178.0
201,2024-06-12 14:15:49.773262,173.0
202,2024-06-12 14:15:49.867103,167.0
203,2024-06-12 14:15:49.976465,167.0
204,2024-06-12 14:15:50.070283,165.0
205,2024-06-12 14:15:50.179646,166.0
206,2024-06-12 14:15:50.273980,166.0
207,2024-06-12 14:15:50.369476,166.0
208,2024-06-12 14:15:50.479017,167.0
209,2024-06-12 14:15:50.572754,165.0
210,2024-06-12 14:15:50.668509,166.0
211,2024-06-12 14:15:50.777961,165.0
212,2024-06-12 14:15:50.872441,156.0
213,2024-06-12 14:15:50.966103,161.0
214,2024-06-12 14:15:51.075504,165.0
215,2024-06-12 14:15:51.169291,167.0
216,2024-06-12 14:15:51.282130,168.0
217,2024-06-12 14:15:51.373589,169.0
218,2024-06-12 14:15:51.483600,168.0
219,2024-06-12 14:15:51.577509,170.0
220,2024-06-12 14:15:51.671438,171.0
221,2024-06-12 14:15:51.781183,169.0
222,2024-06-12 14:15:51.876373,173.0
223,2024-06-12 14:15:51.970840,177.0
224,2024-06-12 14:15:52.080129,169.0
225,2024-06-12 14:15:52.173907,170.0
226,2024-06-12 14:15:52.270512,167.0
227,2024-06-12 14:15:52.381769,167.0
228,2024-06-12 14:15:52.475808,166.0
229,2024-06-12 14:15:52.570710,165.0
230,2024-06-12 14:15:52.681712,166.0
231,2024-06-12 14:15:52.806543,167.0
232,2024-06-12 14:15:52.872246,169.0
233,2024-06-12 14:15:52.980135,160.0
234,2024-06-12 14:15:53.075277,162.0
